>r1.2,1
>r2.2,1
>r13.2,1
>r15.2,1
>r17.2,1
>r20.2,3
>r24.2,1
>r32.2,3
>r38.2,1
>r39.2,1
>r49.2,0
>r70.2,1
>r72.2,1
>r86.2,1
>r90.2,1
>r97.2,3
>r102.2,1
>r107.2,1
>r112.2,1
>r122.2,1
>r127.2,0
>r131.2,1
>r147.2,1
>r156.2,1
>r170.2,1
>r171.2,1
>r176.2,1
>r179.2,1
>r181.2,1
>r184.2,1
>r197.2,1
>r215.2,3
>r251.2,2
>r260.2,2
>r262.2,1
>r266.2,1
>r276.2,3
>r286.2,1
>r291.2,3
>r293.2,3
>r295.2,1
>r303.2,1
>r310.2,3
>r316.2,2
>r321.2,1
>r331.2,1
>r343.2,1
>r349.2,1
>r360.2,1
>r365.2,3
>r370.2,1
>r389.2,1
>r434.2,1
>r441.2,1
>r443.2,1
>r453.2,2
>r472.2,0
>r482.2,1
>r490.2,1
>r505.2,1
>r506.2,1
>r515.2,1
>r518.2,1
>r532.2,3
>r533.2,1
>r539.2,1
>r544.2,3
>r553.2,1
>r558.2,1
>r561.2,1
>r571.2,1
>r590.2,3
>r591.2,1
>r605.2,3
>r607.2,1
>r610.2,3
>r615.2,1
>r624.2,1
>r643.2,1
>r647.2,1
>r650.2,2
>r661.2,1
>r667.2,1
>r668.2,0
>r675.2,1
>r682.2,1
>r688.2,1
>r692.2,1
>r697.2,0
>r707.2,1
>r709.2,0
>r713.2,1
>r717.2,1
>r732.2,1
>r742.2,1
>r743.2,1
>r752.2,3
>r764.2,1
>r767.2,1
>r778.2,1
>r780.2,0
>r785.2,1
>r796.2,1
>r815.2,1
>r832.2,1
>r833.2,1
>r836.2,1
>r838.2,1
>r848.2,2
>r855.2,1
>r857.2,1
>r863.2,1
>r886.2,1
>r901.2,1
>r903.2,1
>r915.2,1
>r916.2,3
>r922.2,3
>r925.2,1
>r929.2,3
>r931.2,1
>r950.2,1
>r953.2,1
>r955.2,3
>r968.2,1
>r970.2,1
>r972.2,3
>r974.2,1
>r977.2,1
>r998.2,1
>r1000.2,1
>r1003.2,1
>r1016.2,3
>r1036.2,0
>r1043.2,1
>r1049.2,1
>r1050.2,1
>r1055.2,1
>r1104.2,3
>r1121.2,1
>r1141.2,1
>r1148.2,3
>r1158.2,0
>r1165.2,3
>r1169.2,1
>r1171.2,0
>r1184.2,1
>r1204.2,3
>r1220.2,1
>r1224.2,3
>r1244.2,1
>r1245.2,1
>r1251.2,1
>r1269.2,1
>r1270.2,1
>r1282.2,1
>r1285.2,1
>r1297.2,1
>r1305.2,1
>r1309.2,1
>r1318.2,1
>r1323.2,1
>r1339.2,1
>r1341.2,1
>r1356.2,0
>r1358.2,1
>r1361.2,1
>r1368.2,1
>r1374.2,3
>r1384.2,1
>r1385.2,1
>r1395.2,0
>r1397.2,0
>r1413.2,1
>r1420.2,1
>r1440.2,3
>r1443.2,1
>r1453.2,0
>r1460.2,1
>r1469.2,1
>r1483.2,1
>r1508.2,0
>r1511.2,1
>r1515.2,1
>r1517.2,3
>r1532.2,1
>r1540.2,3
>r1541.2,1
>r1542.2,3
>r1543.2,1
>r1544.2,1
>r1557.2,1
>r1559.2,1
>r1572.2,1
>r1578.2,1
>r1581.2,1
>r1584.2,1
>r1629.2,3
>r1632.2,3
>r1644.2,1
>r1663.2,1
>r1667.2,1
>r1676.2,1
