>r1.2,0
>r2.2,1
>r13.2,2
>r15.2,3
>r17.2,4
>r20.2,5
>r24.2,6
>r32.2,7
>r38.2,8
>r39.2,9
>r49.2,10
>r70.2,11
>r72.2,12
>r86.2,13
>r90.2,14
>r97.2,15
>r102.2,16
>r107.2,17
>r112.2,18
>r122.2,19
>r127.2,20
>r131.2,21
>r147.2,22
>r156.2,23
>r170.2,24
>r171.2,25
>r176.2,26
>r179.2,27
>r181.2,28
>r184.2,29
>r197.2,30
>r215.2,31
>r251.2,32
>r260.2,33
>r262.2,34
>r266.2,35
>r276.2,36
>r286.2,37
>r291.2,15
>r293.2,38
>r295.2,39
>r303.2,40
>r310.2,41
>r316.2,42
>r321.2,43
>r331.2,44
>r343.2,45
>r349.2,46
>r360.2,47
>r365.2,48
>r370.2,49
>r389.2,50
>r434.2,51
>r441.2,21
>r443.2,52
>r453.2,53
>r472.2,54
>r482.2,55
>r490.2,56
>r505.2,57
>r506.2,58
>r515.2,59
>r518.2,60
>r532.2,61
>r533.2,62
>r539.2,63
>r544.2,64
>r553.2,65
>r558.2,66
>r561.2,67
>r571.2,68
>r590.2,69
>r591.2,70
>r605.2,71
>r607.2,72
>r610.2,73
>r615.2,74
>r624.2,68
>r643.2,75
>r647.2,76
>r650.2,77
>r661.2,78
>r667.2,79
>r668.2,80
>r675.2,81
>r682.2,82
>r688.2,83
>r692.2,84
>r697.2,85
>r707.2,86
>r709.2,87
>r713.2,88
>r717.2,89
>r732.2,90
>r742.2,91
>r743.2,92
>r752.2,93
>r764.2,94
>r767.2,95
>r778.2,96
>r780.2,97
>r785.2,98
>r796.2,99
>r815.2,100
>r832.2,101
>r833.2,102
>r836.2,103
>r838.2,104
>r848.2,105
>r855.2,106
>r857.2,107
>r863.2,108
>r886.2,109
>r901.2,110
>r903.2,111
>r915.2,112
>r916.2,113
>r922.2,114
>r925.2,115
>r929.2,116
>r931.2,117
>r950.2,118
>r953.2,119
>r955.2,120
>r968.2,121
>r970.2,122
>r972.2,123
>r974.2,124
>r977.2,125
>r998.2,126
>r1000.2,127
>r1003.2,128
>r1016.2,129
>r1036.2,130
>r1043.2,131
>r1049.2,132
>r1050.2,133
>r1055.2,134
>r1104.2,135
>r1121.2,136
>r1141.2,137
>r1148.2,138
>r1158.2,139
>r1165.2,140
>r1169.2,141
>r1171.2,142
>r1184.2,143
>r1204.2,144
>r1220.2,145
>r1224.2,146
>r1244.2,147
>r1245.2,148
>r1251.2,149
>r1269.2,150
>r1270.2,151
>r1282.2,152
>r1285.2,153
>r1297.2,154
>r1305.2,155
>r1309.2,156
>r1318.2,157
>r1323.2,158
>r1339.2,159
>r1341.2,160
>r1356.2,161
>r1358.2,162
>r1361.2,163
>r1368.2,164
>r1374.2,165
>r1384.2,166
>r1385.2,167
>r1395.2,168
>r1397.2,169
>r1413.2,170
>r1420.2,171
>r1440.2,172
>r1443.2,173
>r1453.2,174
>r1460.2,175
>r1469.2,92
>r1483.2,176
>r1508.2,177
>r1511.2,178
>r1515.2,179
>r1517.2,180
>r1532.2,181
>r1540.2,182
>r1541.2,183
>r1542.2,184
>r1543.2,185
>r1544.2,186
>r1557.2,187
>r1559.2,188
>r1572.2,189
>r1578.2,190
>r1581.2,191
>r1584.2,192
>r1629.2,193
>r1632.2,194
>r1644.2,195
>r1663.2,196
>r1667.2,197
>r1676.2,198
>r1692.2,199
>r1694.2,200
>r1700.2,201
>r1712.2,202
>r1717.2,203
>r1724.2,204
>r1727.2,205
>r1728.2,206
>r1737.2,207
>r1739.2,208
>r1745.2,209
>r1752.2,210
>r1782.2,211
>r1829.2,212
>r1855.2,213
>r1858.2,214
>r1862.2,215
>r1873.2,216
>r1880.2,217
>r1882.2,218
>r1884.2,219
>r1895.2,220
>r1909.2,221
>r1935.2,222
>r1946.2,223
>r1948.2,224
>r1969.2,225
>r1977.2,226
>r1986.2,227
>r1988.2,228
>r1991.2,229
>r2000.2,230
>r2002.2,231
>r2004.2,232
>r2013.2,233
>r2015.2,234
>r2024.2,235
>r2031.2,236
>r2049.2,237
>r2050.2,238
>r2051.2,239
>r2067.2,240
>r2079.2,241
>r2082.2,242
>r2087.2,243
>r2090.2,244
>r2091.2,245
>r2101.2,246
>r2104.2,247
>r2128.2,248
>r2148.2,249
>r2152.2,250
>r2158.2,251
>r2166.2,252
>r2168.2,253
>r2195.2,254
>r2197.2,255
>r2202.2,256
>r2208.2,257
>r2209.2,258
>r2219.2,259
>r2221.2,260
>r2224.2,261
>r2246.2,262
>r2255.2,263
>r2269.2,264
>r2278.2,265
>r2291.2,266
>r2301.2,267
>r2313.2,268
>r2317.2,269
>r2323.2,270
>r2328.2,271
>r2339.2,272
>r2342.2,273
>r2343.2,274
>r2350.2,275
>r2371.2,276
>r2382.2,277
>r2393.2,278
>r2395.2,279
>r2403.2,280
>r2422.2,281
>r2436.2,282
>r2464.2,283
>r2471.2,284
>r2479.2,285
>r2506.2,286
>r2515.2,287
>r2530.2,288
>r2542.2,289
>r2548.2,190
>r2551.2,206
>r2557.2,290
>r2561.2,291
>r2563.2,292
>r2587.2,293
>r2589.2,294
>r2600.2,295
>r2601.2,296
>r2603.2,297
>r2605.2,298
>r2606.2,299
>r2607.2,300
>r2636.2,28
>r2642.2,301
>r2643.2,302
>r2646.2,303
>r2658.2,304
>r2671.2,305
>r2677.2,306
>r2678.2,307
>r2680.2,308
>r2695.2,309
>r2709.2,310
>r2711.2,311
>r2712.2,312
>r2719.2,313
>r2735.2,314
>r2739.2,208
>r2741.2,315
>r2743.2,316
